1000 10000
412 334 2
412 91 15
18 428 19
116 337 20
793 241 9
675 712 5
473 311 4
237 920 19
980 154 12
285 811 12
271 33 7
630 393 5
414 755 10
229 306 20
379 550 12
746 413 3
706 747 3
291 975 16
246 572 20
754 776 8
371 499 8
524 772 1
310 93 14
26 619 15
371 699 7
800 289 18
849 983 13
863 387 3
443 853 20
243 16 17
431 432 20
870 751 17
540 567 9
475 235 18
99 183 17
269 582 1
805 865 2
691 100 19
234 737 3
307 599 7
305 644 15
966 987 20
750 72 18
162 782 6
911 50 20
732 806 18
283 586 8
324 17 2
538 739 8
648 11 10
113 803 7
679 34 19
471 497 3
677 977 11
511 120 1
526 392 19
822 241 10
756 718 7
992 760 20
950 422 14
104 567 14
819 578 15
375 959 13
745 188 14
311 453 2
421 289 1
949 825 17
683 44 11
196 336 5
961 167 20
555 384 13
927 60 8
378 127 3
129 468 20
579 620 11
957 682 14
537 873 20
889 407 15
48 918 10
802 173 2
413 258 19
113 775 16
925 720 3
404 728 19
293 449 6
464 781 10
947 459 18
393 849 7
968 937 10
302 671 1
156 53 8
291 111 19
778 891 3
628 598 13
948 414 11
418 201 16
733 260 2
236 71 12
47 335 20
190 419 18
363 632 10
256 110 8
277 375 17
951 452 17
449 779 18
185 815 13
386 402 19
492 538 16
133 535 16
653 919 5
162 160 3
397 294 6
921 615 11
485 897 2
824 918 13
861 331 6
152 712 11
49 699 9
703 180 11
119 802 10
694 775 11
209 439 14
729 875 7
155 889 8
437 475 1
835 710 7
157 1 7
85 497 18
185 272 13
43 143 18
430 596 3
347 726 8
94 492 7
971 334 6
941 353 17
890 801 20
768 498 11
256 688 5
880 807 1
203 33 6
73 425 7
269 475 9
916 451 13
815 368 7
961 712 5
735 266 18
325 618 4
757 65 13
397 160 16
125 80 17
342 533 10
380 263 4
818 694 8
363 795 3
492 205 3
801 880 15
292 340 13
515 112 16
12 916 9
494 640 9
40 908 12
928 21 15
364 901 13
574 706 16
24 752 14
271 314 18
519 833 10
305 513 5
749 360 7
11 506 11
545 814 10
272 220 18
143 121 19
612 814 11
507 205 2
262 15 12
481 879 9
828 529 19
968 271 8
513 854 8
976 711 11
816 726 5
421 956 12
84 988 2
674 851 1
807 734 13
55 880 7
618 938 14
212 403 7
121 495 1
309 955 4
594 530 3
429 412 7
901 199 19
807 557 10
538 211 5
23 809 10
815 398 10
910 612 12
513 526 11
979 555 13
278 874 7
658 211 1
61 223 14
261 77 15
439 284 19
914 912 7
701 999 6
149 632 5
233 321 1
989 713 1
876 685 15
877 328 2
941 3 3
559 187 9
963 197 3
98 826 8
992 894 15
639 47 16
242 448 15
545 387 16
591 143 18
518 362 14
547 483 15
836 862 13
207 967 14
897 537 14
476 604 20
349 545 10
160 879 8
606 423 19
839 910 14
375 461 6
245 284 18
373 411 14
814 461 15
901 248 7
385 202 12
686 633 15
872 836 12
66 465 12
744 565 8
432 797 3
83 547 13
616 823 20
688 890 12
433 431 4
630 702 19
700 118 18
715 853 17
601 167 1
597 89 15
543 888 14
308 93 15
712 277 13
647 679 14
297 228 3
858 35 20
464 116 18
807 193 10
655 830 12
245 568 8
85 860 14
789 244 19
588 866 6
379 220 14
528 137 1
177 242 5
867 430 15
359 842 18
42 357 16
124 210 18
987 147 20
630 426 9
469 694 19
698 595 8
468 128 5
54 984 3
214 932 7
232 508 7
78 756 17
268 816 15
55 763 10
918 174 6
10 62 10
945 860 15
145 832 18
665 618 7
424 171 8
986 756 18
934 18 5
504 263 9
297 826 15
34 69 4
12 728 19
849 859 9
622 751 8
766 485 17
45 826 7
80 467 20
205 419 3
867 851 11
995 206 20
403 669 5
460 133 17
439 316 14
88 257 4
477 954 7
878 600 20
98 984 2
155 646 20
517 577 11
667 784 1
799 955 13
607 367 3
402 422 4
197 41 13
692 768 14
229 494 12
621 481 11
910 182 1
539 233 18
241 496 11
755 306 18
838 3 19
820 666 14
817 359 20
302 97 16
113 376 16
329 692 18
113 377 11
527 884 8
669 540 19
964 334 5
364 337 16
67 1 20
9 57 20
775 726 13
61 529 11
135 507 17
482 217 19
504 534 6
396 329 16
905 370 13
408 565 10
889 58 19
115 32 12
780 955 5
110 750 13
537 14 2
79 765 13
879 662 13
278 810 9
441 189 14
963 449 5
859 445 13
627 364 15
454 668 14
32 124 5
856 545 17
985 233 11
303 677 1
209 546 9
620 88 5
936 923 2
307 376 8
530 754 20
87 371 20
583 748 9
386 710 1
392 962 18
29 563 16
548 505 9
773 198 18
380 201 14
560 435 12
55 504 2
979 432 10
273 329 6
225 313 1
391 503 12
931 808 17
420 7 7
364 214 5
525 827 1
448 67 13
58 114 5
646 300 14
748 546 5
653 254 14
812 853 8
596 407 8
195 653 5
413 612 18
943 818 18
768 500 15
610 806 6
142 126 18
81 573 8
243 485 8
401 338 15
683 14 6
454 361 7
682 454 18
567 179 10
548 733 8
551 9 16
470 289 17
838 44 4
620 299 16
923 158 9
181 821 3
876 770 16
398 20 15
231 98 7
510 237 4
709 236 8
116 448 7
753 862 1
413 509 16
157 967 16
748 780 16
346 917 3
844 855 15
610 929 17
944 453 5
521 268 8
154 139 10
671 56 10
265 172 1
660 373 3
955 340 20
307 414 15
1000 443 16
137 545 2
395 175 12
544 459 10
986 365 1
378 743 12
640 590 6
577 847 14
375 309 19
431 396 7
819 842 5
307 954 3
167 246 10
629 800 17
875 399 13
732 874 7
464 792 4
747 681 1
935 681 1
842 441 12
119 938 4
677 983 3
710 100 1
387 977 15
50 843 2
794 77 5
612 785 9
946 885 6
327 860 13
64 720 18
283 180 17
450 205 4
204 464 3
398 375 17
532 498 19
211 165 9
370 37 20
993 558 7
177 311 14
978 963 20
80 442 10
495 815 18
832 805 17
758 635 15
337 376 12
377 254 17
590 353 13
526 145 10
458 502 5
694 712 4
390 559 4
814 706 5
411 133 8
658 89 16
484 972 15
425 792 9
432 779 14
149 104 5
931 236 2
336 793 19
892 188 12
776 289 1
199 738 11
129 874 6
234 931 8
169 862 2
1000 828 5
348 237 11
897 926 11
695 241 13
140 89 14
919 708 19
714 88 17
425 377 17
88 410 13
10 241 2
776 544 9
280 8 2
67 573 15
501 996 12
364 856 16
445 814 5
711 768 4
182 368 7
19 192 5
77 965 14
668 930 15
263 171 8
894 305 16
944 338 2
763 533 19
637 640 11
941 223 8
400 811 16
860 392 4
492 610 7
943 158 9
423 866 8
356 529 7
679 224 4
522 238 15
961 5 13
400 974 5
491 887 18
899 89 13
744 105 4
734 956 15
155 937 6
201 913 11
613 642 1
846 152 7
583 792 5
155 416 19
4 952 3
565 611 3
182 294 2
548 408 10
672 209 20
553 458 16
116 277 10
560 913 12
598 998 10
647 707 17
5 950 7
957 633 9
941 516 15
93 259 18
456 881 16
80 822 20
674 232 15
748 292 12
927 544 4
625 400 15
130 759 1
486 188 20
219 656 18
781 330 20
663 480 3
703 559 4
85 365 13
799 200 8
85 808 10
211 607 2
607 369 2
28 611 5
62 793 15
341 914 11
626 176 6
409 319 17
866 183 20
896 488 15
337 995 11
978 751 18
810 456 9
764 832 16
428 640 15
168 567 1
923 254 17
702 792 1
951 75 16
351 47 16
975 931 16
596 793 2
41 243 11
275 800 4
542 649 19
459 341 6
673 35 7
789 399 16
132 20 11
719 729 17
163 131 14
111 743 8
724 581 9
135 636 3
378 282 7
793 981 14
889 590 15
67 209 1
85 963 3
982 307 15
317 116 12
979 904 19
740 961 7
879 926 2
330 868 5
573 192 16
133 89 11
187 580 18
469 198 11
171 473 20
215 715 12
41 477 5
67 872 2
999 166 12
985 588 13
475 715 18
707 848 20
587 423 11
683 763 20
703 972 4
914 216 15
465 179 16
482 430 5
268 252 8
165 215 1
229 12 3
850 944 15
79 105 10
448 457 18
146 629 17
381 41 9
752 95 16
661 396 5
768 78 9
640 675 12
589 635 16
729 976 12
407 880 17
597 581 7
578 916 4
56 448 13
1000 211 7
348 301 3
466 187 12
776 658 17
177 220 5
939 975 18
366 643 20
914 256 7
107 364 20
293 861 5
479 685 16
781 329 8
90 475 9
414 714 5
899 339 12
348 625 7
952 364 17
845 711 10
362 444 17
223 401 20
567 769 3
140 832 20
338 8 7
135 595 10
321 430 16
578 52 9
270 146 9
659 205 13
542 379 11
360 384 16
287 835 16
983 96 7
329 827 7
912 79 19
166 62 15
43 661 13
104 841 19
122 328 6
831 615 7
482 445 2
22 258 8
481 828 12
337 725 4
736 514 20
38 93 6
875 507 12
871 6 8
78 390 16
958 30 5
310 634 5
381 915 8
922 439 6
926 978 19
495 59 16
521 25 17
207 453 4
20 725 16
812 57 20
936 367 11
243 705 4
462 534 6
922 254 20
9 294 2
927 258 8
195 51 19
513 891 20
288 938 12
673 46 11
518 425 12
83 100 17
634 656 15
845 762 19
224 156 20
821 789 14
953 209 12
57 24 5
48 364 10
53 13 5
164 3 7
583 547 17
802 464 20
706 686 16
686 319 18
885 257 3
386 668 9
33 910 14
976 166 9
392 181 12
868 389 6
212 125 9
885 157 12
655 271 18
362 781 18
446 467 20
697 376 10
339 154 9
481 457 16
706 798 7
230 395 1
412 48 2
559 135 14
498 525 11
204 108 19
687 141 19
949 221 3
596 36 5
619 981 12
11 38 15
245 141 13
87 60 8
935 125 18
530 669 5
625 516 9
980 942 6
448 463 18
76 531 3
992 938 17
56 933 8
412 99 1
7 729 4
661 571 17
917 557 13
610 873 7
530 556 2
551 187 18
305 852 9
725 317 3
96 508 10
150 952 16
480 779 11
891 373 12
522 24 15
713 208 11
843 313 13
592 358 12
405 361 2
721 819 9
858 276 13
915 844 5
802 216 8
857 747 2
214 597 9
595 665 17
620 958 6
421 160 17
328 888 20
518 637 18
371 16 14
268 520 11
142 524 3
192 189 6
639 123 8
772 515 18
508 109 19
836 415 20
216 579 4
976 700 12
783 68 13
136 42 2
698 107 7
472 611 6
645 127 17
650 323 8
613 641 12
662 775 12
522 459 5
546 402 6
362 609 16
409 249 19
596 706 13
124 572 18
730 531 2
983 595 15
270 283 19
437 825 7
112 635 10
580 95 19
306 325 13
406 327 10
134 852 13
929 907 10
208 40 11
232 823 11
684 313 2
259 841 4
300 608 16
613 859 20
565 353 20
58 781 10
508 702 13
535 642 15
492 517 20
171 320 8
519 830 17
961 650 2
923 136 7
882 737 13
978 679 16
535 124 4
243 610 16
879 306 16
893 10 14
92 695 14
335 466 4
388 441 18
307 650 4
440 691 5
875 112 7
80 196 11
487 764 6
138 583 20
497 964 19
716 687 8
930 315 13
977 365 14
236 901 16
376 514 8
977 307 12
962 425 1
93 976 11
945 778 10
452 320 10
189 553 9
970 820 8
977 745 2
978 387 14
602 686 16
967 880 15
835 154 6
96 617 7
643 585 11
28 993 15
473 476 17
849 72 11
301 962 11
405 314 6
876 656 8
808 398 7
752 35 18
536 329 5
943 685 10
298 759 6
992 377 9
168 931 1
505 599 7
359 995 11
942 203 20
976 916 11
382 584 16
871 370 18
750 548 17
204 439 20
480 982 2
602 510 6
7 787 1
497 534 8
55 884 8
856 691 5
554 547 3
516 141 13
371 221 3
696 837 12
937 788 19
824 464 9
18 314 1
437 263 1
397 336 1
320 910 9
874 380 2
74 91 12
58 99 7
804 586 14
228 357 20
575 27 10
218 923 2
240 589 17
483 672 4
500 83 14
747 958 8
911 123 3
881 32 7
819 745 11
695 825 11
726 240 7
836 782 3
19 994 3
320 917 6
829 533 12
530 124 19
207 746 1
941 172 16
424 620 3
574 990 16
374 776 16
133 218 7
675 452 2
662 168 13
875 907 4
798 775 10
148 395 12
475 858 18
